Owned By Check,Owned Name,Postal,Unique ID,Notes,House Name,MLO/SHELL/IPL,Shell Name,MLO Name,Rental/Mortgage,Downpayment,Total Value or Daily Rent Price,Current Mortgage Remaining,Last Login Date,Property Tax Missed,TBX Only,TBX Cost,Numb,Personal Garage,Shell Yard,Storage Count,Buisness lookup
W3CV7B8B,Phil Rogers,10102,71945.0,,10102 Terminal Buccaneer Way 393,shell,"""new_garages4_k4mb1""",,Rent,$0.00,"$4,000.00",RENTAL PROPERTY,9/16/2025 3:50:05,0,False,,,❌,❌,20,
RBQT9VA4,Moon Marvell,6192,71993.0,,6192 South Mo Milton Drive,shell,"""k4_mansion2_shell""",,Sale,"$75,000.00","$1,500,000.00",PAID OFF,8/20/2025 8:17:55,0,False,,,❌,❌,10,
,,1001,72002.0,,1001 warehouse Great Ocean Hwy 417,shell,"""shell_warehouse3""",,Rent,$0.00,"$2,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,DC,72114.0,,dc hotel #101,shell,"""k4_hotel1_shell""",,Rent,$0.00,"$1,300.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,Roxwood,72201.0,,Roxwood Heights Room 205,shell,"""k4_motel3_shell""",,Rent,$0.00,"$2,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,916,72237.0,,916 Dealership,mlo,,,Rent,$0.00,"$6,500.00",AVAILABLE,AVAILABLE,0,True,$75/month,$75,❌,❌,20,dealership_916
Z8V333PH,Ghost Godwin,9039,72333.0,,9039 Warehouse,shell,"""shell_warehouse2""",,Rent,$0.00,"$6,000.00",RENTAL PROPERTY,9/16/2025 1:58:10,0,False,,,❌,❌,20,
,,Roxwood,72361.0,,Roxwood Heights Room 102,shell,"""k4_motel2_shell""",,Rent,$0.00,"$2,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,909,72378.0,,909 Roxwood Mechanic,mlo,,,Rent,$0.00,"$5,750.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,"autopart_909, mechanic909"
DRHAB7DI,Nazir Sterling,6047,82700.0,,6047 Vinewood Hills Normandy Dr 506,mlo,,,Rent,$0.00,"$6,500.00",RENTAL PROPERTY,9/16/2025 1:33:17,0,False,,,❌,❌,20,
VG6XO83J,Lucy Jager,8182 A,72434.0,,8182 Popular Street,mlo,,,Sale,"$40,000.00","$800,000.00",PAID OFF,9/14/2025 19:20:12,0,False,,,❌,❌,8,
Q97N0I48,Tyler Russ,5001,72502.0,,5001 Mountain Road,shell,"""shell_trevor""",,Sale,"$11,250.00","$225,000.00","$170,865.00",9/16/2025 2:13:08,0,False,,,❌,❌,20,
,,10018,72701.0,,10018 LSIA Hanger Office,shell,"""k4mb1_furnishedoffice5_shell""",,Rent,$0.00,"$5,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
UM3Q7ALS,Valkyrie Scorpion,1014,72783.0,,"1014 Dealership, Mechanic, & Parts",mlo,,,Rent,$0.00,"$7,500.00",RENTAL PROPERTY,9/16/2025 5:25:43,0,True,$50/month,$50.00,❌,❌,45,"autopart_1014, dealership_1014, mechanic1014"
,,9316,73003.0,,9316 Orchardvile Ave,shell,"""shell_warehouse2""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,1001,73149.0,,1001 Great Ocean Hwy,shell,"""default_housing4_k4mb1""",,Sale,"$21,250.00","$425,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,4,
,,783,73164.0,,783 Roxwood H,shell,"""medium_housing1_k4mb1""",,Rent,$0.00,"$2,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
OC83YW4S,Amelia Lopez,2017,73172.0,,2017 Warehouse,shell,"""shell_warehouse1""",,Sale,"$13,817.00","$60,000.00",PAID OFF,9/16/2025 1:40:02,0,False,,,❌,❌,20,
,,6177 E,73255.0,,6177 Gantry Lane E,shell,"""medium_housing2_k4mb1""",,Sale,"$25,000.00","$500,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,10,
,,783,73257.0,,783 Roxwood F,shell,"""default_housing1_k4mb1""",,Rent,$0.00,"$2,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
Q97N0I48,Tyler Russ,Galapagos,73583.0,,Santa Cruz Home,shell,"""shell_coke1""",,Sale,"$14,000.00","$280,000.00","$159,266.00",9/16/2025 2:13:08,0,False,,,❌,❌,20,
H8I75119,David Martin,6177 H,73708.0,,6177 Gantry Lane H,shell,"""medium_housing2_k4mb1""",,Sale,"$25,000.00","$500,000.00","$267,190.00",9/16/2025 7:11:22,0,False,,,❌,❌,10,
V5D7QY0A,Jack Ghost,2049,73710.0,,2049 Grapeseed,shell,"""classicmotel_shell""",,Sale,$0.00,"$150,000.00",PAID OFF,9/14/2025 4:24:05,0,False,,,❌,❌,20,
FIX53751,Tyler Jackson,2040,73873.0,,2040 Warehouse,shell,"""shell_warehouse2""",,Sale,"$17,500.00","$60,000.00",PAID OFF,8/30/2025 3:16:17,0,False,,,❌,❌,10,
G5FS8IT8,Olive Johnson,2057,74039.0,,The Lighthouse,mlo,,,Sale,"$90,000.00","$1,800,000.00",PAID OFF,9/14/2025 23:05:53,0,False,,,❌,❌,20,
,,Forum,74212.0,,Forum Drive Apartments #8,shell,"""k4_motel1_shell""",,Rent,$0.00,$800.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,8122,74339.0,,8122 House B,mlo,,,Rent,$0.00,"$3,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,9188,74414.0,,9188 Warehouse,shell,"""warehouse_k4mb1""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,50,
QXSS3TZ3,John Walker,4022,74480.0,,Grand Senora Desert Route 68 813,shell,"""shell_trailer""",,Sale,"$4,500.00","$90,000.00",PAID OFF,9/16/2025 0:56:06,0,False,,,❌,❌,20,
GPB64905,Johnno Murphy,6027,74495.0,,6027 Rochman Street,mlo,,ykn_casa_observatio,Rent,$0.00,"$7,250.00",RENTAL PROPERTY,9/15/2025 23:37:17,0,True,$70/Mo,$70.00,❌,❌,5,
,,777,74517.0,Testing Purposes,777 House Roxwood,shell,"""manor_housing1_k4mb1""",,Sale,"$175,000.00","$3,500,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
D684BLG7,Benjamin Johnson,8024,74677.0,,8024 Office Building,shell,"""k4mb1_furnishedoffice5_shell""",,Rent,$0.00,"$2,500.00",RENTAL PROPERTY,9/14/2025 21:50:43,0,False,,,❌,❌,45,
,,Forum,74705.0,,Forum Drive Apartments #1,shell,"""k4_motel1_shell""",,Rent,$0.00,$800.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
F88MEGG2,Sam Halloway,Pink,74771.0,,Pink Cage Rm#2G,mlo,,,Rent,$0.00,$900.00,RENTAL PROPERTY,9/14/2025 3:48:21,0,False,,,❌,❌,5,
,,7166,74772.0,,7166 LTD&Gas,shell,"""shell_gunstore""",,Rent,$0.00,"$4,400.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,gas_7166
,,9309,74931.0,,9309 Warehouse,shell,"""shell_garagel""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
Y1L4W3OG,Egggbert Egggington,8196,75027.0,,Club Matrix,mlo,,,Rent,$0.00,"$3,750.00",RENTAL PROPERTY,9/16/2025 5:27:00,0,False,,,❌,❌,20,bar_8196
,,5037,75063.0,,5037 Barbareno Road Home,shell,"""deluxe_housing3_k4mb1""",,Sale,"$128,500.00","$2,570,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
TFT57255,ISSAC Mandel,8172,75113.0,,8172 Dealership,mlo,,,Rent,$0.00,"$3,625.00",RENTAL PROPERTY,9/15/2025 1:43:31,0,False,,,❌,❌,5,dealership_8172
AFF96470,David Omalley,9114,75191.0,,The Cardboard Times office 2,shell,"""shell_officebig""",,Rent,$0.00,"$2,500.00",RENTAL PROPERTY,9/16/2025 5:45:17,0,False,,,❌,❌,20,
B47SC44D,Tommy Vercetti,7326,75286.0,,7326 Mechanic,mlo,,,Rent,$0.00,"$7,500.00",RENTAL PROPERTY,9/15/2025 4:56:23,0,True,$100/month,$100,❌,❌,20,"autopart_7326, bar_7326, mechanic7326"
,,9112,75340.0,,9112 House,mlo,,,Sale,"$20,750.00","$415,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
AM4F0WH1,Robert Goldwing,8246,75367.0,,8246 Clubhouse,mlo,,mc_little_seoul,Rent,$0.00,"$5,201.00",RENTAL PROPERTY,9/16/2025 2:38:24,0,True,$80/Mo,$80.00,❌,❌,40,bar_8246
UM3Q7ALS,Valkyrie Scorpion,1047,75491.0,,1047 Procopio Drive,shell,"""medium_housing1_k4mb1""",,Sale,"$18,000.00","$360,000.00",PAID OFF,9/16/2025 5:25:43,0,False,,,❌,❌,20,
F19V6O1P,Reese Hat,2048,75504.0,,2048 Office ,mlo,,,Rent,$0.00,"$4,800.00",RENTAL PROPERTY,9/16/2025 3:39:06,0,False,,,❌,❌,45,
,,Sandy,75657.0,,Sandy Motel Rm#102,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$350.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
T6U77PLL,Chris Gentry,3007,75745.0,,3007 Garage ,shell,"""shell_garagem""",,Sale,"$1,750.00","$35,000.00",PAID OFF,9/13/2025 2:51:24,0,False,,,❌,❌,15,
U58I1I0R,Leilani Luciano,8197,76121.0,,8197 Warehouse,shell,"""shell_warehouse2""",,Sale,"$15,000.00","$60,000.00",PAID OFF,9/16/2025 3:34:42,0,False,,,❌,❌,20,
,,6177 B,76318.0,,6177 Gantry Lane B,shell,"""medium_housing2_k4mb1""",,Sale,"$25,000.00","$500,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,10,
,,1024,76327.0,,1024 Unit 10,shell,"""k4_motel2_shell""",,Rent,$0.00,"$1,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
E4J4B7XW,Noah Damato,1048,76392.0,,1048 Scrapyard/Autoparts,shell,"""shell_store1""",,Rent,$0.00,"$3,000.00",RENTAL PROPERTY,9/16/2025 14:05:29,0,False,,,❌,❌,15,scrap_1048
KE9V39J1,Timothy Young,1082,76727.0,,Sawmill Storage,shell,"""shell_weed""",,Rent,$0.00,"$4,000.00",RENTAL PROPERTY,9/16/2025 5:32:12,0,False,,,❌,❌,40,
,,2000,76775.0,,Grapeseed Union Rd 993,shell,"""warehouse_k4mb1""",,Rent,"$6,000.00","$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,40,
ZDC9SJ2J,John Long,4010,76803.0,,Grand Senora Desert Senora Rd 305,shell,"""warehouse_k4mb1""",,Rent,$0.00,"$6,000.00",RENTAL PROPERTY,9/16/2025 4:46:09,0,False,,,❌,❌,20,
,,Roxwood,76811.0,,Roxwood Heights Room 204,shell,"""k4_motel3_shell""",,Rent,$0.00,"$2,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,9077,76988.0,,9077 Forum Drive C,shell,"""medium_housing2_k4mb1""",,Sale,"$16,000.00","$320,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,10,
,,6085,76991.0,,6085 Whispymound Drive,shell,"""deluxe_housing1_k4mb1""",,Sale,"$97,250.00","$1,945,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
AFF96470,David Omalley,3057 I ,77017.0,,3057 Senora Way I,shell,"""shell_trailer""",,Sale,"$3,750.00","$75,000.00",PAID OFF,9/16/2025 5:45:17,0,False,,,❌,❌,6,
T6U77PLL,Chris Gentry,3048,77193.0,,3048 Scrapyard,shell,"""shell_trailer""",,Rent,$0.00,"$1,700.00",RENTAL PROPERTY,9/13/2025 2:51:24,0,False,,,❌,❌,5,scrap_3048
,,Forum,77240.0,,Forum Drive Apartments #4,shell,"""k4_motel1_shell""",,Rent,$0.00,$800.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
U2Y4TNSE,Jeffrey Dunce,8213,77323.0,,Vespucci Magellan Ave 760,shell,"""modern_housing3_k4mb1""",,Sale,"$9,450.00","$189,000.00",PAID OFF,9/16/2025 3:26:39,0,False,,,❌,❌,20,
,,7298,77630.0,,7298 Bridge St,shell,"""medium_housing1_k4mb1""",,Sale,"$43,250.00","$865,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,7081,78092.0,,7081 Dealership spanish ave - 78092,mlo,,,Rent,$0.00,"$10,500.00",AVAILABLE,AVAILABLE,0,True,$30/Mo,$30.00,❌,❌,5,dealership_7081
G2E0B194,Doug Taskin,3042,78233.0,,3042 Cal Claw Ave,shell,"""shell_trailer""",,Sale,"$4,500.00","$90,000.00",PAID OFF,9/16/2025 3:22:29,0,False,,,❌,❌,20,
MPVWX7WE,kevin vella,8140,78341.0,,8140 LTD/Gas,shell,"""shell_warehouse3""",,Rent,$0.00,"$4,400.00",RENTAL PROPERTY,9/16/2025 8:50:01,0,False,,,❌,❌,5,"ltd_8140, gas_8140"
E1M3OIB3,Ibaaros Praa,9183,78503.0,,9183 Jamestown Street Apartment C,shell,"""shell_v16mid""",,Sale,"$17,500.00","$350,000.00","$80,632.00",9/16/2025 1:42:06,0,False,,,❌,❌,20,
F79LZ7P7,Rakfnaruk VonWalkins,2058,78514.0,,2058 Mount Gordo Basement,shell,"""k4mb1_basement2_shell""",,Sale,"$4,250.00","$85,000.00",PAID OFF,9/15/2025 3:02:34,0,False,,,❌,❌,20,
,,3034,74374.0,,Stab City Warehouse,shell,"""shell_warehouse3""",,Rent,$0.00,"$2,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,9108,78818.0,,9108 Davis Covenant Ave 182,shell,"""default_housing5_k4mb1""",,Sale,"$25,000.00","$500,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
RYC85207,Raven Apollo,1070,78821.0,,1070 Procopio Drive,shell,"""medium_housing1_k4mb1""",,Sale,"$14,950.00","$299,000.00",PAID OFF,9/16/2025 2:06:25,0,False,,,❌,❌,20,
,,9084,78832.0,,Chamberlain Hills Forum Dr 855,shell,"""shell_v16mid""",,Sale,"$12,500.00","$250,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
MJM0SD00,Vito Andretti,10030,78979.0,,10030 Racing HQ,mlo,,,Rent,$0.00,"$12,500.00",RENTAL PROPERTY,9/16/2025 3:01:22,0,True,150/Mo,$150.00,❌,❌,30,"autopart_10030, dealership_10030, dealership_faa_10030, gas_FAA_10029, mechanic10030"
I2BA1XE1,Bebop Dingle,Sandy,79050.0,,Sandy Motel Rm#115,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$350.00,RENTAL PROPERTY,9/12/2025 0:30:49,0,False,,,❌,❌,5,
,,8209,79183.0,,8209 Magelian Avenue C,shell,"""medium_housing2_k4mb1""",,Sale,"$36,750.00","$735,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,Del,79197.0,,del perro heights #200,shell,"""k4_hotel3_shell""",,Rent,$0.00,"$1,800.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
XOD6A094,George Harris,7101,79283.0,,7101 Gas Station,shell,"""shell_warehouse3""",,Rent,$0.00,"$4,200.00",RENTAL PROPERTY,9/13/2025 9:42:37,0,False,,,❌,❌,5,gas_7101
,,6011,79322.0,,6011 North Rockford Drive,shell,"""deluxe_housing2_k4mb1""",,Sale,"$212,500.00","$4,250,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,25,
,,9268,79573.0,,9268 Orchardvile Ave,shell,"""shell_garagel""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,8114,79672.0,,8114 House B,mlo,,,Rent,$0.00,"$3,500.00",AVAILABLE,AVAILABLE,0,True,$10/month,$10,❌,❌,20,
,,783,79874.0,,783 Roxwood B,shell,"""default_housing1_k4mb1""",,Rent,$0.00,"$2,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
Y43ML7N7,Conner Donnelly,Pink,80347.0,,Pink Cage Rm#2H,mlo,,,Rent,$0.00,$900.00,RENTAL PROPERTY,9/15/2025 23:51:21,0,False,,,❌,❌,5,
,,8180,80393.0,,8180 Popular Street,shell,"""shell_warehouse1""",,Sale,"$15,000.00","$60,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,25,
H9A26CL5,Tessa Lockwood,926,80475.0,,926 House 1 Roxwood,shell,"""highend_housing1_k4mb1""",,Sale,"$75,000.00","$1,500,000.00","$972,840.00",9/12/2025 15:57:01,0,False,,,❌,❌,5,
,,8115,80644.0,,Vespucci Canals Prosperity St 955,shell,"""shell_michael""",,Sale,"$105,000.00","$2,100,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,Sandy,80683.0,,LOUDS TRAP,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$450.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
BC6445S4,Phil Johnson,7169,80684.0,,7169 Bar/Restaurant,mlo,,,Rent,$0.00,"$7,500.00",RENTAL PROPERTY,9/16/2025 7:22:53,0,False,,,❌,❌,20,bar_7169
BFYM6IWE,Toby Kief,10001,80712.0,,10001 Ammunation,mlo,,,Rent,$0.00,"$3,000.00",RENTAL PROPERTY,9/16/2025 4:49:43,0,True,$35/Mo,$35.00,❌,❌,5,ammunation_10001
,,Sandy,80714.0,,Sandy Motel Rm#109,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$350.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,6061,80782.0,,6061 Vinewood Hills Kimble Hill Dr 615,shell,"""deluxe_housing2_k4mb1""",,Sale,"$281,000.00","$5,620,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,6177 F,80814.0,,6177 Gantry Lane F,shell,"""medium_housing2_k4mb1""",,Sale,"$25,000.00","$500,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,10,
,,Sandy,80887.0,,Sandy Motel Rm#107,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$350.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,4012,80901.0,,4012 Route 68 Trailer,shell,"""shell_trailer""",,Sale,"$4,500.00","$90,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
TRL6QTT9,Herbert Sinclair,4016,81068.0,,4016 Route 68 C,shell,"""shell_trailer""",,Sale,"$4,000.00","$80,000.00","$76,000.00",9/16/2025 10:08:33,0,False,,,❌,❌,20,
,,6204,81229.0,,6204 Mad Wayne Thunder Drive,shell,"""deluxe_housing3_k4mb1""",,Sale,"$160,000.00","$3,200,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,Sandy,81321.0,,Sandy Motel Rm#210,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$450.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
FWC93543,Glory Reigns,2011,81437.0,,2011 Grapeseed Main Street B,shell,"""k4mb1_house4_shell""",,Sale,"$8,750.00","$175,000.00",PAID OFF,8/31/2025 2:44:33,0,False,,,❌,❌,5,
,,7312,81470.0,,7312 Nikola Ave,mlo,,,Sale,"$48,300.00","$966,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,9342,81488.0,,9342 Armillo Vista D,shell,"""shell_frankaunt""",,Sale,"$16,750.00","$335,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,3033,81553.0,Its on the side of the tracks (electrical building),3033 Calafia Rd,shell,"""k4mb1_basement1_shell""",,Sale,"$2,250.00","$45,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,Keone Shores,81563.0,"(-3860.77, -1442.96, 0.0)",Keone Shores,shell,"""k4mb1_basement2_shell""",,Rent,$0.00,"$3,000.00",AVAILABLE,AVAILABLE,0,True,$20/Mo,$20.00,❌,❌,5,
Q96CI09Z,Ronny Banks,9281,81772.0,,9281 Warehouse B,shell,"""shell_warehouse2""",,Rent,$0.00,"$6,000.00",RENTAL PROPERTY,9/15/2025 15:19:52,0,False,,,❌,❌,20,
WYO81036,Sammy Wilson,2000,81866.0,,Mendez Acres,mlo,,,Sale,"$17,500.00","$350,000.00",PAID OFF,9/16/2025 5:25:51,0,False,,,❌,❌,5,
CMP3190R,Paivikki Ranta,3021,81974.0,,3021 Burger Shot,mlo,,,Rent,$0.00,"$3,500.00",RENTAL PROPERTY,9/14/2025 23:07:58,0,False,,,❌,❌,20,
QFB7X950,Manuel Rush,9338,82036.0,,9338 Fudge Lane,shell,"""default_housing4_k4mb1""",,Sale,"$18,995.00","$379,900.00","$288,497.00",9/16/2025 4:41:24,0,False,,,❌,❌,5,
,,8114,82088.0,,8114 House A,mlo,,,Rent,$0.00,"$3,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
QS593ONJ,Emmett Sims,7339,72522.0,,7339 Nikola Pl,mlo,,,Sale,"$52,500.00","$1,050,000.00",PAID OFF,9/16/2025 3:06:28,0,False,,,❌,❌,20,
,,4020,82373.0,,4020 Warehouse,shell,"""shell_garagem""",,Rent,$0.00,"$4,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
I3L679NA,tray varlack,1063,82379.0,,1063 Procopio Drive,shell,"""default_housing6_k4mb1""",,Sale,"$9,000.00","$180,000.00","$171,000.00",9/15/2025 12:00:12,0,False,,,❌,❌,5,
,,9303,82431.0,,9303 Warehouse,shell,"""shell_warehouse2""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,3034,82596.0,,Stab City Trailer,shell,"""default_housing3_k4mb1""",,Sale,"$4,700.00","$69,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
JFI07388,Sara Hardy,971,82950.0,,971 House 1 Roxwood,shell,"""deluxe_housing2_k4mb1""",,Sale,"$95,000.00","$1,900,000.00","$1,019,946.00",9/15/2025 23:19:07,0,False,,,❌,❌,5,
,,9266,83060.0,,9266 Warehouse,shell,"""shell_garagel""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,Del,83145.0,,del perro heights #202,shell,"""k4_hotel3_shell""",,Rent,$0.00,"$1,800.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
M534OLL6,Caden Miller,8136,83308.0,,8136 Dealership,mlo,,,Rent,$0.00,"$3,750.00",RENTAL PROPERTY,9/14/2025 22:56:05,0,True,$75/month,$75.00,❌,❌,5,dealership_8136
P24I6ZY1,Kelly Kennedy,Sandy,83341.0,,Sandy Motel Rm#205,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$450.00,RENTAL PROPERTY,9/13/2025 5:10:12,0,False,,,❌,❌,5,
W1HECO0Z,Haadii AlSaleh,4013,83416.0,,Grand Senora Desert Joshua Rd 150,shell,"""shell_trailer""",,Sale,"$4,500.00","$90,000.00",PAID OFF,9/4/2025 4:44:03,0,False,,,❌,❌,20,
W01ZZ689,Bobby Johnson,9141,83483.0,,9141 Laundromat,shell,"""k4mb1_laundry_shell""",,Rent,$0.00,"$3,000.00",RENTAL PROPERTY,9/4/2025 0:49:11,0,False,,,❌,❌,20,
S7ZP07O4,TJ Steele,Pink,71428.0,,Pink Cage Rm#2E,mlo,,,Rent,$0.00,$900.00,RENTAL PROPERTY,9/12/2025 3:36:16,0,False,,,❌,❌,20,
E24CLW79,Luke Parker,7055,83651.0,,7055 Greenwich Place,mlo,,brofx_mansion_05,Rent,$0.00,"$2,500.00",RENTAL PROPERTY,9/16/2025 6:41:26,0,True,$30/Mo,$30.00,❌,❌,5,
,,1024,84187.0,,1024 Unit 16,shell,"""k4_motel2_shell""",,Rent,$0.00,"$1,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
LP1E203K,Reginald Cooke,205,84339.0,,Pacific Ocean Riverfront Ave 188,shell,"""highend_housing3_k4mb1""",,Sale,"$18,400.00","$368,000.00",PAID OFF,9/15/2025 19:28:36,0,False,,,❌,❌,20,
QYZRSQC4,Stone Kaan,8184,84388.0,,8184 warehouse,shell,"""shell_warehouse2""",,Rent,$0.00,"$6,000.00",RENTAL PROPERTY,9/16/2025 5:36:37,0,False,,,❌,❌,45,
A9UT25NM,Antonio Lopez,7174,84438.0,,7174 Ammunation,shell,"""shell_warehouse3""",,Rent,$0.00,"$4,500.00",RENTAL PROPERTY,9/15/2025 22:52:57,0,False,,,❌,❌,5,ammunation_7174
O735A831,Doc Holiday,4022,84484.0,,4022 Route 68 House,shell,"""medium_housing2_k4mb1""",,Sale,"$7,500.00","$150,000.00",PAID OFF,9/16/2025 5:42:15,0,False,,,❌,❌,5,
,,6177 C,84488.0,,6177 Gantry Lane C,shell,"""medium_housing2_k4mb1""",,Sale,"$25,000.00","$500,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,10,
,,DC,84649.0,,dc hotel #303,shell,"""k4_hotel3_shell""",,Rent,$0.00,"$2,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
Z8V333PH,Ghost Godwin,9094,84650.0,,Skipper's Fuel Stop - 9094,shell,"""shell_warehouse3""",,Rent,$0.00,"$5,450.00",RENTAL PROPERTY,9/16/2025 1:58:10,0,False,,,❌,❌,5,"ltd_9094, gas_9094"
I3VY6U2A,phil dunn,3057 F,84672.0,,3057 Senora Way F,shell,"""shell_trailer""",,Sale,"$3,750.00","$75,000.00",PAID OFF,9/16/2025 4:10:40,0,False,,,❌,❌,6,
MF53V9J5,Troy Smith,4003,84689.0,,4003 Warehouse 1,shell,"""shell_garagel""",,Rent,$0.00,"$6,000.00",RENTAL PROPERTY,9/16/2025 7:07:17,0,False,,,❌,❌,10,
EQELT795,Bruce Wayne,7331,84698.0,,7331 Utopia Gardens B,mlo,,,Sale,"$48,500.00","$970,000.00","$921,500.00",9/7/2025 17:50:33,0,False,,,❌,❌,5,
P1N1K9U6,Chuy Martinez,9340,84832.0,,9340 Armillo Vista C,shell,"""classichouse_shell""",,Sale,"$19,000.00","$380,000.00",PAID OFF,9/12/2025 1:19:07,0,False,,,❌,❌,20,
N0D79361,Valentino Evaso,995,84939.0,,995 Bunker,mlo,,,Rent,$0.00,"$3,500.00",RENTAL PROPERTY,9/16/2025 4:25:17,0,False,,,❌,❌,5,
,,SC 24/7,85071.0,,Santa Cruz 24/7,mlo,,,Rent,$0.00,"$4,785.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,247_Galapagos
Q37WQ7KB,Jake Brown,7318,85213.0,,7318 West Mirror Drive,mlo,,,Sale,"$62,000.00","$1,240,000.00","$1,178,000.00",9/16/2025 5:08:27,0,False,,,❌,❌,5,
,,7312,85267.0,,7312 Nikola Ave 2,mlo,,,Sale,"$44,500.00","$890,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,2010,85277.0,,2010 Warehouse,shell,"""shell_warehouse2""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
QQDZYU95,Sean McGovern,1049,85310.0,,1049 Procopio Dr,shell,"""furnitured_lowapart""",,Sale,"$18,000.00","$360,000.00","$229,873.00",9/15/2025 1:10:49,0,False,,,❌,❌,20,
OH47TE6B,Chauncy Dawson,3057 D,85345.0,,3057 Senora Way D,shell,"""shell_trailer""",,Sale,"$4,250.00","$85,000.00",PAID OFF,9/16/2025 3:24:48,0,False,,,❌,❌,6,
